texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,prompt,prompt_traducido,prompt_limpio,sentimiento,frame,subtopico
,,salamanca espana atardecer sol juan villafuerte rodolfo escalera pilar oro antiguo catatedral catedral fondo museo federico uribe art fore starground eloy morales oswaldo guayasamin downtown mexico luis miranda,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"the cathedral of salamanca, spain at sunset, cathedral background, cathedral of sun, by Juan Villafuerte, by Rodolfo Escalera, golden pillars, ancient catedral behind her, cathedral in the background, museum background, by Federico Uribe, art foreground : eloy morales, by Oswaldo Guayasamín, downtown mexico, by Luis Miranda","La Catedral de Salamanca, España al atardecer, fondo de la catedral, Catedral de Sol, de Juan Villafuerte, de Rodolfo Escalera, Pilares de Oro, antigua Catatedral detrás de ella, Catedral en el fondo, fondo de museo, por Federico Uribe, Art Fore Starground: Eloy Morales, por Oswaldo Guayasamín, Downtown México, por Luis Miranda.",la catedral de salamanca espana al atardecer fondo de la catedral catedral de sol de juan villafuerte de rodolfo escalera pilares de oro antigua catatedral detras de ella catedral en el fondo fondo de museo por federico uribe art fore starground eloy morales por oswaldo guayasamin downtown mexico por luis miranda,NEU,NEUTRAL,0
,,hombre camisa blanco copa muerte femenino gente beber sostener martini barra coctel cubierta barco suave mezcla bebida relajar él yate mar estilo fantasia alegre alegres,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a man in a white shirt is making a drink, female death holding a cocktail, people drink cocktails, on ship, drinking cocktail, holding a martini, unwind!, cocktail bar, on the deck of a ship, on a yacht at sea, smooth blending, mixing drinks, relaxing on a yacht at sea, disney fantasy style, cheers","Un hombre con una camisa blanca está haciendo una copa, muerte femenina sosteniendo un cóctel, la gente bebe cócteles, en el barco, bebiendo cóctel, sosteniendo un martini, relajarse!, Barra de cóctel, en la cubierta de un barco, en un yate en el mar, mezcla suave, mezcla de bebidas, relajándose en un yate en el mar, al estilo de fantasía, alegre alegre, alegres en",un hombre con una camisa blanca esta haciendo una copa muerte femenina sosteniendo un coctel la gente bebe cocteles en el barco bebiendo coctel sosteniendo un martini relajarse barra de coctel en la cubierta de un barco en un yate en el mar mezcla suave mezcla de bebidas relajandose en un yate en el mar al estilo de fantasia alegre alegre alegres en,NEU,NEUTRAL,0
,,mesa pequén disfrutar sentado capuchino interior instrumento musical accesorio fondo taza cafeterio acogedor atmosfera comodo cafe caliente cafeteria,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a cup of coffee on a table, small hipster coffee shop, coffee shop, enjoying coffee at a coffee shop, cup of coffee, sitting alone in a cafe, cappuccino, cafe interior, coffee and musical instrument, in a coffee shop, cozy cafe background, coffee cup, cafe, cafe lighting, steaming coffee, comfortable atmosphere, hot coffee, diner caffee","Una taza de café en una mesa, una pequeña cafetería pequeña, cafetería, disfrutando de café en una cafetería, taza de café, sentado solo en una cafetería, capuchino, interior de cafetería, café e instrumento musical, en una cafetería, accesorio fondo de café, taza de café, cafetería, cafetería, café acogedor, atmósfera cómoda, café caliente, cafetería",una taza de cafe en una mesa una pequena cafeteria pequena cafeteria disfrutando de cafe en una cafeteria taza de cafe sentado solo en una cafeteria capuchino interior de cafeteria cafe e instrumento musical en una cafeteria accesorio fondo de cafe taza de cafe cafeteria cafeteria cafe acogedor atmosfera comoda cafe caliente cafeteria,NEU,NEUTRAL,0
,,tazon inmersion profesional plato mesa foto menu restaurante desierto mexicano deliciós bandeja madera increible comida cierre boquiabierto fotografia alimento camarones,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a plate of food with a bowl of dipping, 4 k food photography, 4k food photography, hd food photography, professional food photography, the plate is on a wooden table, food photography, food photography”, restaurant menu photo, mexican desert, delicious food, on a wooden tray, amazing food photography, close up food photography, pch, food photograph, shrimp","Un plato de comida con un tazón de inmersión, 4 k fotografía de alimentos, fotografía de alimentos 4k, fotografía de alimentos HD, fotografía de alimentos profesionales, el plato está en una mesa de madera, fotografía de alimentos, fotografía de alimentos "", foto de menú de restaurantes, desierto mexicano, comida deliciosa, en una bandeja de madera, fotografía increíble, fotografía de comida de cierre, boquiabierto, fotografía de alimentos, camarones con camarones, camarones.",un plato de comida con un tazon de inmersion 4 k fotografia de alimentos fotografia de alimentos 4k fotografia de alimentos hd fotografia de alimentos profesionales el plato esta en una mesa de madera fotografia de alimentos fotografia de alimentos  foto de menu de restaurantes desierto mexicano comida deliciosa en una bandeja de madera fotografia increible fotografia de comida de cierre boquiabierto fotografia de alimentos camarones con camarones camarones,NEU,NEUTRAL,0
,,carro dibujado plaza san carruaj carruaje tlaquepaque rico historia centro ciudad folklore mexicano taxi estilo colonial caballo francisco burgos mantilla inspirado serafino tivoli mexico tded modelo,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a horse drawn carriage in the plaza of san, carriages with horses, carriage, tlaquepaque, in a city with a rich history, downtown mexico, mexico city, mexican folklore, taxis, taxi, colonial style, with horse driven, inspired by Francisco de Burgos Mantilla, inspired by Serafino De Tivoli, mexico, ford model t","Un carro dibujado a caballo en la plaza de San, carruajes con caballos, carruaje, tlaquepaque, en una ciudad con una rica historia, centro de México, Ciudad de México, folklore mexicano, taxis, taxi, estilo colonial, con caballos, inspirados por Francisco de Burgos Mantilla, inspirados por Serafino de Tivoli, México, Modelo T Modelo T, modelo T, modelo T, modelo TDED, Modelo T",un carro dibujado a caballo en la plaza de san carruajes con caballos carruaje tlaquepaque en una ciudad con una rica historia centro de mexico ciudad de mexico folklore mexicano taxis taxi estilo colonial con caballos inspirados por francisco de burgos mantilla inspirados por serafino de tivoli mexico modelo t modelo t modelo t modelo t modelo tded modelo t,NEU,NEUTRAL,0
,,banda sinfonio cantar enorme escenario teatral ultimo orquesta sala tendencia artsacion diabla musica hull casa operar inspirado edward george handel lucas enfoque musiciano foto concierto,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a large stage with a band on it, symphony, orchestra, singing at a opera house, photo of a huge theaterstage, photo of a big theaterstage, the last orchestra, concert hall, opera, trending on artsation, diabolus in musica, hull is a opera house, inspired by Edward George Handel Lucas, focus on the musicians, concert photo","Un gran escenario con una banda, sinfonía, orquesta, cantando en una ópera, foto de un enorme escenario teatral, foto de un gran escenario teatral, la última orquesta, sala de conciertos, ópera, tendencia en la artsación, diabla en Musica, Hull es una casa de ópera, inspirada por Edward George Handel Lucas, enfoque en los musicianos, Foto de conciertos.",un gran escenario con una banda sinfonia orquesta cantando en una opera foto de un enorme escenario teatral foto de un gran escenario teatral la ultima orquesta sala de conciertos opera tendencia en la artsacion diabla en musica hull es una casa de opera inspirada por edward george handel lucas enfoque en los musicianos foto de conciertos,POS,NEUTRAL,4
,,frente edificio lucy angeline rendering artista hermoso artistico inspirado marjorie may bacon representacion arte conceptual arbol hiper fisico fotura navidad renderizacion realista,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a christmas tree in front of a building, inspired by Lucy Angeline Bacon, bacon, realistic rendering, conceptual rendering, beautiful artist rendering, artistic rendering, inspired by Marjorie May Bacon, hd rendering, concept art rendering, christmas tree, hyper realistic rendering, realistic physical rendering, a photorealistic rendering, beautiful rendering, christmas, foto realistic, ultra realistic rendering","Un árbol de Navidad frente a un edificio, inspirado por Lucy Angeline Bacon, Bacon, Rendering realista, representación conceptual, representación de artistas hermosos, representación artística, inspirada en Marjorie May Bacon, HD HD, representación de arte conceptual, árbol de Navidad, renderización hiper realista, renderización física realista, renderización física de realista, renderización de realista, renderización de Navidad, fotura de realista, renderización realista realista, renderización de realista realista, renderización de realistas, renderización de realistas, renderización de la navidad, renderización de la navidad, renderización de la realista realista, renderización de realistas realistas, renderización de realistas realistas, renderización de realistas, renderización de la navidad, renderización de la navidad, renderización de realistas realistas realistas realistas, renderización de realistas realistas, renderización de la navidad, renderización de la navidad, renderización de la navidad, renderización de la realista realista realista, renderización de realistas realistas,",un arbol de navidad frente a un edificio inspirado por lucy angeline bacon bacon rendering realista representacion conceptual representacion de artistas hermosos representacion artistica inspirada en marjorie may bacon hd hd representacion de arte conceptual arbol de navidad renderizacion hiper realista renderizacion fisica realista renderizacion fisica de realista renderizacion de realista renderizacion de navidad fotura de realista renderizacion realista realista renderizacion de realista realista renderizacion de realistas renderizacion de realistas renderizacion de la navidad renderizacion de la navidad renderizacion de la realista realista renderizacion de realistas realistas renderizacion de realistas realistas renderizacion de realistas renderizacion de la navidad renderizacion de la navidad renderizacion de realistas realistas realistas realistas renderizacion de realistas realistas renderizacion de la navidad renderizacion de la navidad renderizacion de la navidad renderizacion de la realista realista realista renderizacion de realistas realistas,NEU,NEUTRAL,0
,,hombre parado frente cor agua termal escondido cueva caida piscina arroyo lago antiguo ruina pie frontera cascada fondo,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a man standing in front of a waterfall, coban, waterfall cave, standing in a waterfall, standing inside a waterfall, in a cave with the waterfall, lakes and waterfalls, hot springs hidden cave, under waterfall, next to a waterfall, pools and streams, waterfalls and lakes, ancient ruins and waterfalls, standing in front of a waterfall, waterfall in the background","Un hombre parado frente a una cascada, Coban, una cueva de cascada, de pie en una cascada, de pie dentro de una cascada, en una cueva con la cascada, lagos y cascadas, aguas termales escondidas cueva, bajo una caída, al lado de una cascada, piscinas y arroyos, cascadas y lagos, antiguas ruinas y cascadas, de pie en fronteras, cascadas, cascadas en el fondo de fondo en el fondo del fondo del fondo de fondo en el fondo del fondo del fondo del fondo de fondo en el fondo del fondo de fondo de fondo de fondo en el fondo del fondo de fondo de fondo de fondo en el fondo del fondo de fondo de fondo de fondo de fondo de fondo.",un hombre parado frente a una cascada coban una cueva de cascada de pie en una cascada de pie dentro de una cascada en una cueva con la cascada lagos y cascadas aguas termales escondidas cueva bajo una caida al lado de una cascada piscinas y arroyos cascadas y lagos antiguas ruinas y cascadas de pie en fronteras cascadas cascadas en el fondo de fondo en el fondo del fondo del fondo de fondo en el fondo del fondo del fondo del fondo de fondo en el fondo del fondo de fondo de fondo de fondo en el fondo del fondo de fondo de fondo de fondo en el fondo del fondo de fondo de fondo de fondo de fondo de fondo,NEU,NEUTRAL,1
,,vestibulo museo gigantesco pristino fotografia interior caida piedra clasico columna fondo pieza ajedrez gigante pilar vision instalacion galeria marmol alvaro siza hecho talla ceramica blanco,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"the lobby of the museum, gigantic pristine marble columns, marble white columns, marble columns, white marble interior photograph, fallen columns, classical stone columns, columns, many columns, marble columns in background, giant marble chess pieces, pillars of marble, installation view, tall columns, white gallery, white marble walls, alvaro siza, made of all white ceramic tiles","El vestíbulo del museo, gigantescas columnas de mármol prístino, columnas blancas de mármol, columnas de mármol, fotografía interior de mármol blanco, columnas caídas, columnas de piedra clásica, columnas, muchas columnas, columnas de mármol en el fondo, piezas de ajedrez de mármol gigante, pilares de mármol, visión de instalación, galería, galería de mármol blanco, alvaro Siza, hechas de tallas de cerámica blancas de cerámica blancas, tallas de cerámica blanca, tallas de cerámica blancas, tallas de cerámica blancas, tallas de cerámica blancas, tallas de cerámica blancas, tallas de cerámica blancas, tallas de cerámica blancas, tallas de cerámica blancas de cerámica blancas.",el vestibulo del museo gigantescas columnas de marmol pristino columnas blancas de marmol columnas de marmol fotografia interior de marmol blanco columnas caidas columnas de piedra clasica columnas muchas columnas columnas de marmol en el fondo piezas de ajedrez de marmol gigante pilares de marmol vision de instalacion galeria galeria de marmol blanco alvaro siza hechas de tallas de ceramica blancas de ceramica blancas tallas de ceramica blanca tallas de ceramica blancas tallas de ceramica blancas tallas de ceramica blancas tallas de ceramica blancas tallas de ceramica blancas tallas de ceramica blancas tallas de ceramica blancas de ceramica blancas,NEU,NEUTRAL,0
,,persona apretar lima tazon anuncio chilaquil cinematico obtener taco bebida estilo chile salchicha chorizo desierto vaquero mexicano estilista alimento condenado foto comida sandsh,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a person is squeezing a lime into a bowl of food, taco, tacos, food advertisement, chilaquiles, cinemática, getting his tacos and drink), food styling, chili, chorizo sausage, mexican desert, mexican vaquero, food stylist, foodphoto, trendy food, food photo, pulled pork sandwich, image split in half, food focus","Una persona está apretando una lima en un tazón de comida, taco, tacos, anuncios de comida, chilaquiles, cinemática, obteniendo sus tacos y bebidas), estilo de alimentos, chile, salchicha de chorizo, desierto mexicano, vaquero mexicano, alimentos estilistas, alimentos, alimentos, alimentos condenados, foto de comida, sandsh",una persona esta apretando una lima en un tazon de comida taco tacos anuncios de comida chilaquiles cinematica obteniendo sus tacos y bebidas estilo de alimentos chile salchicha de chorizo desierto mexicano vaquero mexicano alimentos estilistas alimentos alimentos alimentos condenados foto de comida sandsh,NEU,NEUTRAL,0
,,pareja restaurante interior desayuno poza mesa acogedor fondo cafe pequén hipster francés disfrutar cafeteria persona sentado tabla airbnb fotografia interiores escena indororo,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a couple sitting at a table in a restaurant, cafe interior, breakfast at las pozas, cafe tables, sitting alone in a cafe, cozy cafe background, sitting in a cafe, in a coffee shop, small hipster coffee shop, inside a french cafe, coffee shop, enjoying coffee at a coffee shop, people sitting at tables, airbnb, restaurant interior photography, indoor scene","Una pareja sentada en una mesa en un restaurante, interior de la cafetería, desayuno en Las Pozas, mesas de café, sentada sola en un café, acogedor con fondo de café, sentado en una cafetería, en una cafetería, una pequeña cafetería hipster, dentro de una cafetería francesa, cafetería, disfrutando de una cafetería en una cafetería, personas sentadas en las tablas, airbnb, fotografía interiores, escena indorora",una pareja sentada en una mesa en un restaurante interior de la cafeteria desayuno en las pozas mesas de cafe sentada sola en un cafe acogedor con fondo de cafe sentado en una cafeteria en una cafeteria una pequena cafeteria hipster dentro de una cafeteria francesa cafeteria disfrutando de una cafeteria en una cafeteria personas sentadas en las tablas airbnb fotografia interiores escena indorora,NEU,NEUTRAL,0
,,hombre mujer frente edificio gigante asura yaksha rhodes diosa titan griego themis princesa azteca luchar barbaro coloso rico enorme completo video plateado via apsara guerrera espada arte altura bronze estatua ciudad vivecia guerrero,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a statue of a man and woman in front of a building, asuras giant yaksha statues, colossus of rhodes, greek titan goddess themis, aztec princess fights barbarians, the colossus of rhodes, big video statues, apsaras warrior, huge statues, warrior holding two swords, thailand art, full height sculpture, bronze statue and silver, vivec city","Una estatua de un hombre y una mujer frente a un edificio, las estatuas del gigante de Asuras Yaksha, Coloso de Rhodes, la diosa del titán griego Themis, la princesa azteca lucha contra los bárbaros, el coloso coloso de los ricos, las grandes estatuas de video, la guerrera de Apsaras, las enormes estatuas, la guerrera de dos espadas, el arte de la altura completa, las estatuas de videos de la altura, las estatuas de Bronze y el plateado de las vías de APSARAS, la gran guerrera, las dos espadas, el arte de la altura a toda altura, las estatuas de Bronze Bronze, las grandes estatuas de la ciudad vivecia, el guerrero.",una estatua de un hombre y una mujer frente a un edificio las estatuas del gigante de asuras yaksha coloso de rhodes la diosa del titan griego themis la princesa azteca lucha contra los barbaros el coloso coloso de los ricos las grandes estatuas de video la guerrera de apsaras las enormes estatuas la guerrera de dos espadas el arte de la altura completa las estatuas de videos de la altura las estatuas de bronze y el plateado de las vias de apsaras la gran guerrera las dos espadas el arte de la altura a toda altura las estatuas de bronze bronze las grandes estatuas de la ciudad vivecia el guerrero,POS,NEUTRAL,-1
,,mano sostener telefono celular frente edificio alto soleado cielo anamorfica luz solar volumetrico bengala lent foto real brillante brote lente cinemato,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a hand holding a cell phone in front of a tall building, sunny sky light, anamorphic lens flare, bright volumetric sunlight, lens flare photo real, bright lens flare, cinematic lens flare, visible sky and sunny atmosphere, sun and shadow over a city, heavy lens flare, outline glow lens flare, heavy lensflare, city background in silhouette","Una mano que sostiene un teléfono celular frente a un edificio alto, luz soleada del cielo, bengala de lentes anamórficas, luz solar volumétrica brillante, bengala de lentes fotos real, brote de lente brillante, brote de lente cinemato",una mano que sostiene un telefono celular frente a un edificio alto luz soleada del cielo bengala de lentes anamorficas luz solar volumetrica brillante bengala de lentes fotos real brote de lente brillante brote de lente cinemato,NEU,NEUTRAL,1
,,two people bikes outside building bicycles images vivd airbnb transportation design promo cool marketing photo bicycle background foundry vtt picture still wide angle vivide colors ventail urban plaza riding bike promotional image sao paulo juan villafuerte,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"two people on bikes outside a building, bicycles, promotional images, vivd, airbnb, transportation design, promo image, bicycle, cool marketing photo, bicycle in background, promotional still, foundry vtt, promotional picture, promotional still wide angle, vivide colors, ventail, urban plaza, riding a bike, promotional image, são paulo, by Juan Villafuerte","two people on bikes outside a building, bicycles, promotional images, vivd, airbnb, transportation design, promo image, bicycle, cool marketing photo, bicycle in background, promotional still, foundry vtt, promotional picture, promotional still wide angle, vivide colors, ventail, urban plaza, riding a bike, promotional image, são paulo, by Juan Villafuerte",two people on bikes outside a building bicycles promotional images vivd airbnb transportation design promo image bicycle cool marketing photo bicycle in background promotional still foundry vtt promotional picture promotional still wide angle vivide colors ventail urban plaza riding a bike promotional image sao paulo by juan villafuerte,NEU,NEUTRAL,1
,,luz bandera caracteristica francés magico portal enorme entrada futurismo roja francia reposssoir local torri gigante enlace dimension puerta iluminacion azul rojo arco ianos aires,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a large arch with lights on it, french flag, french features, archway, gateway, magical portal gateway, huge gate, gateway to futurisma, red and blue lighting, france, repoussoir, local illumination, torri gate, giant archways, gateway to another dimension, large gate, blue and red lighting, an archway, buenos aires","Un gran arco con luces, bandera francesa, características francesas, arco, puerta de enlace, puerta de enlace mágica portal, enorme puerta, puerta de entrada a futurismo, iluminación roja y azul, Francia, reposssoir, iluminación local, puerta torri, arco gigante, puerta de enlace a otra dimensión, puerta grande, iluminación azul y roja, un arco ,ianos aires",un gran arco con luces bandera francesa caracteristicas francesas arco puerta de enlace puerta de enlace magica portal enorme puerta puerta de entrada a futurismo iluminacion roja y azul francia reposssoir iluminacion local puerta torri arco gigante puerta de enlace a otra dimension puerta grande iluminacion azul y roja un arco ianos aires,NEU,NEUTRAL,1
,,largo fila mesa antiguo eterno magico castillo sala vaticano epico gotico elegante vasto biblioteco interior mapa blanco estilo barroque celestial infinito biblioteca,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a long row of tables in a library, ancient library, an eternal library, standing inside a magic library, inside a castle library, inside a library, vatican map room, gothic epic library, fancy library, vast library, library of forever, interior of a library, white map library, library in the style of baroque, infinite celestial library, ((((library interior))))","Una larga fila de mesas en una biblioteca, biblioteca antigua, una biblioteca eterna, que se encuentra dentro de una biblioteca mágica, dentro de una biblioteca de castillos, dentro de una biblioteca, sala de mapas del Vaticano, biblioteca épica gótica, biblioteca elegante, vasta biblioteca, biblioteca de siempre, interior de una biblioteca, biblioteca de mapas blancas, biblioteca en el estilo de barroque, biblioteca de celestial infinita (((biblioteca)))))))))))))))))",una larga fila de mesas en una biblioteca biblioteca antigua una biblioteca eterna que se encuentra dentro de una biblioteca magica dentro de una biblioteca de castillos dentro de una biblioteca sala de mapas del vaticano biblioteca epica gotica biblioteca elegante vasta biblioteca biblioteca de siempre interior de una biblioteca biblioteca de mapas blancas biblioteca en el estilo de barroque biblioteca de celestial infinita biblioteca,POS,NEUTRAL,1
,,nino mirar pasillo enorme vidrio gigante cueva natural zona descubrimiento okinawa churaumi vida acuario tanque escuela remolino pescado plata animal marino submarino tiburón marco agua jarra criatura tropical,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"two children looking at sharks in an aquarium, aisles of aquariums, aquarium, a huge glass tank, giant aquarium in natural cave, big aquarium, discovery zone, okinawa churaumi aquarium, aquarium life, in shark tank (2016), tropical sea creatures, sea creatures, swirling schools of silver fish, marine animal, underwater world, blue shark","Dos niños que miran tiburones en un acuario, pasillos de acuarios, acuario, un enorme tanque de vidrio, acuario gigante en cueva natural, gran acuario, zona de descubrimiento, okinawa churaumi acuario, vida de acuario, en tanque de tiburones (2016), criaturas marinas tropicales, criaturas marinas, escuelas de remolino de pescado de plata, animales marinos, submarinos, tiburones de marco de marco aguas, marco de marco de marco aguas, jarras de 2016), criaturas tropicales.",dos ninos que miran tiburones en un acuario pasillos de acuarios acuario un enorme tanque de vidrio acuario gigante en cueva natural gran acuario zona de descubrimiento okinawa churaumi acuario vida de acuario en tanque de tiburones 2016 criaturas marinas tropicales criaturas marinas escuelas de remolino de pescado de plata animales marinos submarinos tiburones de marco de marco aguas marco de marco de marco aguas jarras de 2016 criaturas tropicales,NEU,NEUTRAL,1
,,grupo persona tocar escultura estetica alebrij estilo artistico quetzecoatl inspirado rufino tamayo forma gaturro monstruoso estatua animal cats musical downtown mexico antiguo catado kenny scharf art,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a group of people playing with a sculpture, alebrijes aesthetic, in the art style of quetzecoatl, inspired by Rufino Tamayo, animal - shaped statue, gaturro, monstrous animal statues, cats musical 1 9 9 8, downtown mexico, ancient catedral behind her, kenny scharf, 3 d ar vr art","Un grupo de personas que tocan con una escultura, la estética de Alebrijes, en el estilo artístico de Quetzecoatl, inspirado en Rufino Tamayo, Estatua en forma de animal, Gaturro, Monstruosa Estatuas de Animales, Cats Musical 1 9 9 8, Downtown México, antiguo catado detrás de ella, Kenny Scharf, 3 D Ar Vr Art Art",un grupo de personas que tocan con una escultura la estetica de alebrijes en el estilo artistico de quetzecoatl inspirado en rufino tamayo estatua en forma de animal gaturro monstruosa estatuas de animales cats musical 1 9 9 8 downtown mexico antiguo catado detras de ella kenny scharf 3 d ar vr art art,NEU,NEUTRAL,0
,,botella vaso romantico techo rosalia fiesta guanajuato mesa azotea bar frio centro mexico cerveza ipa ciudad fondo,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a beer bottle and a glass on a table, city rooftop, rooftop romantic, rooftop, roof background, rosalia, mexico city, on rooftop, rooftop party, guanajuato, beers on the table, in a rooftop, bar background, city background, cold beer, beer logo, downtown mexico, city backdrop, beer, new england ipa, city on the background","una botella de cerveza y un vaso en una mesa, en la azotea de la ciudad, romántico en la azotea, azotea, fondo del techo, Rosalia, Ciudad de México, en la azotea, la fiesta en la azotea, Guanajuato, cervezas en la mesa, en la azotea, fondo de bar, fondo de la ciudad, cerveza fría, cervezas, el centro de México, la ciudad de la ciudad, la cerveza, la nueva ipa, la ciudad en la ciudad en el fondo del fondo.",una botella de cerveza y un vaso en una mesa en la azotea de la ciudad romantico en la azotea azotea fondo del techo rosalia ciudad de mexico en la azotea la fiesta en la azotea guanajuato cervezas en la mesa en la azotea fondo de bar fondo de la ciudad cerveza fria cervezas el centro de mexico la ciudad de la ciudad la cerveza la nueva ipa la ciudad en la ciudad en el fondo del fondo,NEU,NEUTRAL,0
,,pared arte azulejo entorno favela opulento mural edificio color brillante centro mexico colorida arquitectura graffiti favelar calle salvador guanajuato casa colorido mexicismo,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a colorful building with a mural on the side, colorful mural on walls, colorful building, colorful buildings, mural art, colorful tiled architecture, an opulent favela environment, mural, brightly colored buildings, downtown mexico, colorful houses, colorful architecture, colorful graffiti, favela, streets of salvador, guanajuato, colorful house, mexico","Un edificio colorido con un mural a un lado, un colorido mural en las paredes, edificios coloridos, edificios coloridos, arte mural, arquitectura colorida de azulejos, un entorno de favela opulento, mural, edificios de colores brillantes, centro de México, casas coloridas, arquitectura colorida, colorido graffiti, favela, calles de Salvador, guanajuato, casa colorida, mexicismo, mexicismo.",un edificio colorido con un mural a un lado un colorido mural en las paredes edificios coloridos edificios coloridos arte mural arquitectura colorida de azulejos un entorno de favela opulento mural edificios de colores brillantes centro de mexico casas coloridas arquitectura colorida colorido graffiti favela calles de salvador guanajuato casa colorida mexicismo mexicismo,POS,NEUTRAL,0
,,iglesia pajaro volar cielo ciudad armenia quindio photo render renderizado hdr fotografia panoramico imagen acabado pintura mate catedral isometrico foto,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a church with a bird flying in the sky, city of armenia quindio, photo 1 5 mm, hdr photograph, 3 d render and matte painting, hdr photography, hdr render, panoramic photography, 3 6 0 picture, matte painting finish, photographic isometric cathedral, beautiful mattepainting, shot on a 9.8mm wide angle lens","Una iglesia con un pájaro volando en el cielo, la ciudad de Armenia Quindio, Photo 1 5 mm, fotografía HDR, 3 d Render y pintura mate, fotografía HDR, renderizado HDR, fotografía panorámica, 3 6 0 imagen, acabado de pintura mate, catedral isométrica foto",una iglesia con un pajaro volando en el cielo la ciudad de armenia quindio photo 1 5 mm fotografia hdr 3 d render y pintura mate fotografia hdr renderizado hdr fotografia panoramica 3 6 0 imagen acabado de pintura mate catedral isometrica foto,NEU,NEUTRAL,0
,,sofa frente pintura planta maceta colorido cafeterio pequén hipster verde liso arte claro vina pared mural ultradetas,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a couch with a plant on it in front of a wall, wall mural, wall painting, plants on pots and on the walls, colorful mural on walls, wall art, small hipster coffee shop, green walls, mural art, plain walls |light hearted, art on walls, light - brown wall, vines on the walls, ultradetailed mural","Un sofá con una planta sobre él frente a una pared, mural de pared, pintura de pared, plantas en macetas y en las paredes, colorido mural en las paredes, arte de pared, cafetería pequeña hipster, paredes verdes, arte mural, paredes lisas | Arte, arte en paredes, paredes claras, viñas en las paredes, murales ultradetas.",un sofa con una planta sobre el frente a una pared mural de pared pintura de pared plantas en macetas y en las paredes colorido mural en las paredes arte de pared cafeteria pequena hipster paredes verdes arte mural paredes lisas  arte arte en paredes paredes claras vinas en las paredes murales ultradetas,NEU,NEUTRAL,1
,,habitacion esfera objeto color cubierto luna parado flotar flotante mini planetas sistema solar zona descubrimiento instalacion cientifico dulce ubicado observatorio noche orral planeta galaxies,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO,descripcion,"a room with a large sphere and several different colored objects, covered solar system, planets behind, floating planets and moons, standing in the solar system, floating beside planets, floating planets, mini planets, solar system, discovery zone, inside a science facility, where the planets are candy, set in observatory at night, orrery, planets and galaxies","Una habitación con una gran esfera y varios objetos de colores diferentes, sistema solar cubierto, planetas detrás, planetas y lunas flotantes, parados en el sistema solar, flotando junto a los planetas, planetas flotantes, mini planetas, sistema solar, zona de descubrimiento, dentro de una instalación científica, donde los planetas son dulces, ubicados en observatorios de la noche, orrales, planetas y galaxies y galaxies.",una habitacion con una gran esfera y varios objetos de colores diferentes sistema solar cubierto planetas detras planetas y lunas flotantes parados en el sistema solar flotando junto a los planetas planetas flotantes mini planetas sistema solar zona de descubrimiento dentro de una instalacion cientifica donde los planetas son dulces ubicados en observatorios de la noche orrales planetas y galaxies y galaxies,NEU,NEUTRAL,1
