texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico,prompt,prompt_traducido,prompt_limpio
,,habitacion lleno bill lowe iluminacion difús sociedad obra historica cortesia fondo exposicion william blake escenario galeria fotografia museo pared arte madera eugene von vuerdo pintura prefaelita,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a room with a wall full of paintings, gallery setting, bill lowe gallery, museum lighting, museum diffuse lighting, historic artworks society, photo courtesy museum of art, museum background, william blake art exhibit, museum setting, gallery, museum photography, museum of art, wooden walls with framed art, by Eugene von Guerard, pre-raphaelite paintings","Una habitación con una pared llena de pinturas, escenario de galería, galería Bill Lowe, iluminación de museos, iluminación difusa de museos, sociedad de obras de arte históricas, fotografía cortesía del museo de arte, fondo del museo, exposición de arte de William Blake, escenario de museos, galería, fotografía de museos, museo de arte, paredes de madera con arte de madera, por Eugene Von Vuerdo, pinturas prefaelitas",una habitacion con una pared llena de pinturas escenario de galeria galeria bill lowe iluminacion de museos iluminacion difusa de museos sociedad de obras de arte historicas fotografia cortesia del museo de arte fondo del museo exposicion de arte de william blake escenario de museos galeria fotografia de museos museo de arte paredes de madera con arte de madera por eugene von vuerdo pinturas prefaelitas
,,large building many people walking around background downtown exposition mexico royal brutalist aztec architecture the hard and strong buildings city with rich history foto realista cinematico guanajuato monumental giant palace museum art,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0,"a large building with many people walking around it, museum background, downtown mexico, museum exposition, mexico city, royal palace, brutalist aztec architecture, the hard and strong buildings, in a city with a rich history, foto realista, cinemática, guanajuato, museum of art, monumental giant palace, museum, art nuevo","a large building with many people walking around it, museum background, downtown mexico, museum exposition, mexico city, royal palace, brutalist aztec architecture, the hard and strong buildings, in a city with a rich history, foto realista, cinemática, guanajuato, museum of art, monumental giant palace, museum, art nuevo",a large building with many people walking around it museum background downtown mexico museum exposition mexico city royal palace brutalist aztec architecture the hard and strong buildings in a city with a rich history foto realista cinematica guanajuato museum of art monumental giant palace museum art nuevo
,,semaforo amarillo edificio centro tlaquepqueque palermo city street rico historia jerez plaza avenido llena planta verde esquina callejero bulevar parques espacio publico mexico fotografia calle ciudad entorno urbano,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a street with a yellow traffic light and a building, downtown mexico, tlaquepaque, palermo city street, mexico city, in a city with a rich history, jerez, plaza, city environment, avenue, the city is full of green plants, street corner, boulevard, parks and public space, mexico, photograph of the city street, urban environment","Una calle con un semáforo en amarillo y un edificio, el centro de México, TlaquePqueque, Palermo City Street, Ciudad de México, en una ciudad con una rica historia, Jeréz, plaza, entorno de la ciudad, avenida, la ciudad está llena de plantas verdes, esquina callejera, bulevar, parques y espacio público, México, fotografía de la calle de la ciudad, entorno urbano, entorno urbano",una calle con un semaforo en amarillo y un edificio el centro de mexico tlaquepqueque palermo city street ciudad de mexico en una ciudad con una rica historia jerez plaza entorno de la ciudad avenida la ciudad esta llena de plantas verdes esquina callejera bulevar parques y espacio publico mexico fotografia de la calle de la ciudad entorno urbano entorno urbano
,,camino tierra traves adulto jardines natural pie jardin botanico exterior lot vegetacion exotico lleno planta habitats tlaquepaque hermoso cacto parques jardín ardient ecosistema desertor visto vastago losmos mexicano via caso,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a dirt path through a garden with lots of plants, botanical garden, over grown botanical garden, natural botanical gardens, standing in a botanical garden, botanic garden, exterior botanical garden, lot of exotic vegetation, filled with plants and habitats, tlaquepaque, beautiful vistas with cacti, parks and gardens, arid ecosystem, mexican desert, cacti everywhere","Un camino de tierra a través de un jardín con muchas plantas, jardín botánico, jardín botánico adulto, jardines botánicos naturales, de pie en un jardín botánico, jardín botánico, jardín botánico exterior, lot de vegetación exótica, llena de plantas y hábitats, tlaquepaque, hermosas vistas con cactos, parques y jardines, ardientes de ecosistema, desertores mexicanos, vías de todos, todos los casos, vistas, vías de todos, de todos los casos, vías de todos, de todos, todos los casos, vástagos, vías de todos, de todos losmos, vías mexicanos, vías de todos losmos, vías de vías mexicanos, vías mexicanos, vías de todos, de todos los casos.",un camino de tierra a traves de un jardin con muchas plantas jardin botanico jardin botanico adulto jardines botanicos naturales de pie en un jardin botanico jardin botanico jardin botanico exterior lot de vegetacion exotica llena de plantas y habitats tlaquepaque hermosas vistas con cactos parques y jardines ardientes de ecosistema desertores mexicanos vias de todos todos los casos vistas vias de todos de todos los casos vias de todos de todos todos los casos vastagos vias de todos de todos losmos vias mexicanos vias de todos losmos vias de vias mexicanos vias mexicanos vias de todos de todos los casos
,,pequeno manzana isla hecho caviar sueno avacado comida perro enlatado emma watson aspic plate aguacate cheddar gastronomia molecular servido plato michelin estrella negro verde abalona cleef arpels,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEG,NEUTRAL,0,"a small plate with a green apple on it, an island made of caviar, avacado dream, canned dog food on a plate, emma watson as an avocado, aspic on plate, avocado, green and black, avocado and cheddar, molecular gastronomy, served on a plate, michelin 5 star, black and green, abalone, van cleef & arpels","Un plato pequeño con una manzana verde, una isla hecha de caviar, sueño de Avacado, comida para perros enlatada en un plato, Emma Watson como aguacate, Aspic on Plate, aguacate, verde y negro, aguacate y cheddar, gastronomía molecular, servido en un plato, Michelin 5 estrella, negro y verde, abalona, ​​cleef & arpels Arpels.",un plato pequeno con una manzana verde una isla hecha de caviar sueno de avacado comida para perros enlatada en un plato emma watson como aguacate aspic on plate aguacate verde y negro aguacate y cheddar gastronomia molecular servido en un plato michelin 5 estrella negro y verde abalona cleef  arpels arpels
,,mujer frente mesa letrero tlaquepaco manualidad recuerdo folclorico exposicion museo lienzo macuahuitl vendedor folklore ambiente misionero vaquero mexicano celebracion muerto soporte arte lata frido exhibicion comunidad,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1,"a woman standing in front of a table with a sign, tlaquepaque, crafts and souvenirs, mexican folk art, museum exposition, on a canva, macuahuitl, vendors, mexican folklore, mission arts environment, mexican vaquero, celebrating day of the dead, art stand, canva, frida, exhibition display, community celebration","Una mujer que se encuentra frente a una mesa con un letrero, tlaquepaco, manualidades y recuerdos, arte folclórico mexicano, exposición de museos, en un lienzo, macuahuitl, vendedores, folklore mexicano, ambiente de arte misionero, vaquero mexicano, día de celebración de los muertos, soporte de arte, lata, frida, exhibición, exhibición de la comunidad.",una mujer que se encuentra frente a una mesa con un letrero tlaquepaco manualidades y recuerdos arte folclorico mexicano exposicion de museos en un lienzo macuahuitl vendedores folklore mexicano ambiente de arte misionero vaquero mexicano dia de celebracion de los muertos soporte de arte lata frida exhibicion exhibicion de la comunidad
,,conservatorio jardín botanico puesto cielo nuboso caminar traves exuberante bosque jungla verde pasarela elegante torre conectado puente colgante,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0,"a walkway in the conservatory at the botanical gardens, walking through a lush jungle, skybridges, cloud forest, walking through a lush forest, green jungle, walkways, elegant walkways between towers, connected with hanging bridge!!, plant forest in glass tubes, archways made of lush greenery, inside an alien jungle, plants and jungle, beachwood treehouse, the jungle","Una pasarela en el conservatorio de los jardines botánicos, caminando a través de una exuberante jungla, puestos de cielo, bosque nuboso, caminando a través de un exuberante bosque, jungla verde, pasarelas, pasarelas elegantes entre torres, conectados con puente colgante.",una pasarela en el conservatorio de los jardines botanicos caminando a traves de una exuberante jungla puestos de cielo bosque nuboso caminando a traves de un exuberante bosque jungla verde pasarelas pasarelas elegantes entre torres conectados con puente colgante
,,atracado agua tenochtitlan bote hermoso juan villafuerte rio loro bajo vuelo parques yutja ciudad mexico fondo lake view llorona barco lago,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"boats docked on the water in a lake, tenochtitlan, on a boat on a lake, beautiful lake background, lake background, by Juan Villafuerte, river with low flying parrots, parks and lakes, yutja, mexico city, on a lake, lake in the background, lake view, la llorona, ship on lake","Los barcos atracados en el agua en un lago, Tenochtitlan, en un bote en un lago, hermoso fondo del lago, fondo del lago, por Juan Villafuerte, río con loros bajos en vuelo, parques y lagos, yutja, Ciudad de México, en un lago, lago en el fondo, Lake View, La Llorona, el barco en el lago en el lago",los barcos atracados en el agua en un lago tenochtitlan en un bote en un lago hermoso fondo del lago fondo del lago por juan villafuerte rio con loros bajos en vuelo parques y lagos yutja ciudad de mexico en un lago lago en el fondo lake view la llorona el barco en el lago en el lago
,,nina disfraz mascara bailar globo vestir maquillaje celebrar folklorico muerto maquill,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a young girl in a costume and mask dances with balloons, dia de muertos dress and make up, celebrating day of the dead, dia de los muertos, el dia los muertos, dia de muertos, (dia de los muertos), ( dia de los muertos ), folklorico, day of all the dead, dia de los muertos makeup","Una niña de un disfraz y una máscara baila con globos, Dia de Muertos se viste y maquillaje, celebrando el Día de los Muertos, Dia de los Muertos, El Dia Los Muertos, Dia de Muertos, (Dia de los Muertos), (Dia de los Muertos), Folklorico, día de todos los muertos, Dia de Muertos maquill",una nina de un disfraz y una mascara baila con globos dia de muertos se viste y maquillaje celebrando el dia de los muertos dia de los muertos el dia los muertos dia de muertos dia de los muertos dia de los muertos folklorico dia de todos los muertos dia de muertos maquill
,,habitacion piso estant madera lleno arcano antiguo abierto perro correr pie magico libreria cronenberg castillo archivo historico interior biblioteco biblioteca arte libro,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a room with wooden floors and shelves filled with books, arcane books, inside a castle library, ancient library, open books, bookshops, running dog in a library, books, standing inside a magic library, cronenberg bookshop, castle library, books cave, library of forever, historical archive, interior of a library, library, inside a library, the art of books","Una habitación con pisos y estantes de madera llenos de libros, libros arcanos, dentro de una biblioteca de castillos, biblioteca antigua, libros abiertos, librerías, perro corriendo en una biblioteca, libros, de pie dentro de una biblioteca mágica, librería de Cronenberg, biblioteca de castillos, libros de libros, biblioteca de siempre, archivo histórico, interior de una biblioteca, biblioteca, dentro de una biblioteca, el arte de libros de libros",una habitacion con pisos y estantes de madera llenos de libros libros arcanos dentro de una biblioteca de castillos biblioteca antigua libros abiertos librerias perro corriendo en una biblioteca libros de pie dentro de una biblioteca magica libreria de cronenberg biblioteca de castillos libros de libros biblioteca de siempre archivo historico interior de una biblioteca biblioteca dentro de una biblioteca el arte de libros de libros
,,granada espana guanajuato centro tlaquepqueque rico historia tenochtitlan panorama ciudad torcido mexico palacio adornado verde duro fuerte fotografico ektachroma edificio antiguo millas,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"the city of granada, spain, guanajuato, mexico city, downtown mexico, tlaquepaque, in a city with a rich history, tenochtitlan, panorama of crooked ancient city, mexico, ornate palace made of green, the hard and strong buildings, photo taken with ektachrome, ancient buildings, miles df","La ciudad de Granada, España, Guanajuato, Ciudad de México, el centro de México, TlaquePqueque, en una ciudad con una rica historia, Tenochtitlan, panorama de la ciudad antigua torcida, México, palacio adornado hecho de verdes, los edificios duros y fuertes, fotográficos con ektachroma, edificios antiguos, millas df df df df df df df",la ciudad de granada espana guanajuato ciudad de mexico el centro de mexico tlaquepqueque en una ciudad con una rica historia tenochtitlan panorama de la ciudad antigua torcida mexico palacio adornado hecho de verdes los edificios duros y fuertes fotograficos con ektachroma edificios antiguos millas df df df df df df df
,,hombre sentado mesa poster masqua vendedor manualidad recuerdo maxar moai seedling marischa becker caricatural maher morco animal caricaturist mulato mayo montravel edwardes medio promocional caricaturista fabricado fotografia marketing,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEG,NEUTRAL,-1,"a man sitting at a table with a poster, masqua, vendors, crafts and souvenirs, maxar, moai seedling, marischa becker, caricatural, maher morcos, animal caricaturist, mulato, by May de Montravel Edwardes, promotional media, caricaturist, made in 2019, marketing photo","Un hombre sentado en una mesa con un póster, masqua, vendedores, manualidades y recuerdos, Maxar, Moai Seedling, Marischa Becker, Caricatural, Maher Morcos, Animal Caricaturist, Mulato, por mayo de Montravel Edwardes, Medios promocionales, caricaturista, fabricado en 2019, fotografía de marketing de marketing.",un hombre sentado en una mesa con un poster masqua vendedores manualidades y recuerdos maxar moai seedling marischa becker caricatural maher morcos animal caricaturist mulato por mayo de montravel edwardes medios promocionales caricaturista fabricado en 2019 fotografia de marketing de marketing
,,iglesia escolar antecedente fotografia cortesia arte patio rotondo escuela quito casa fondo fuente baldosa puerta circular pared blanco estilo colonial plaza neoclasica reunion des musees nationaux comentario resbaladizo museo arqueado presente marble foundains foundain,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"the courtyard of the church, patio, school courtyard, museum background, photo courtesy museum of art, courtyard, rotunda, quito school, colonial house in background, tiled fountains, circular gate in a white wall, colonial style, on a great neoclassical square, réunion des musées nationaux, an abandonded courtyard, museum archive, featuring marble fountains","El patio de la iglesia, patio, patio escolar, antecedentes del museo, fotografía de cortesía del Museo de Arte, Patio, Rotonda, Escuela Quito, Casa Colonial en el fondo, Fuentes de baldosas, Puerta Circular en una pared blanca, estilo colonial, en una gran plaza neoclásica, Réunion Des Musées Nationaux, un comentario resbaladizo, museo arqueado, presente Marble Foundains Foundains Foundains Foundains Foundain",el patio de la iglesia patio patio escolar antecedentes del museo fotografia de cortesia del museo de arte patio rotonda escuela quito casa colonial en el fondo fuentes de baldosas puerta circular en una pared blanca estilo colonial en una gran plaza neoclasica reunion des musees nationaux un comentario resbaladizo museo arqueado presente marble foundains foundains foundains foundains foundain
,,fondo calentula ambiente celestial calendula flores brillante color crisantemos oro campo estetico flor naranja amarillo orange colorido,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1,"a field of orange and yellow flowers, marigold flowers, marigold background, marigold celestial vibe, marigold, brightly colored flowers, orange flowers, chrysanthemums, orange blooming flowers garden, yellow flowers, gold flaked flowers, an aesthetic field of flowers, many flowers, yellow orange, orange yellow, yellow-orange, colorful flowers","Un campo de flores naranjas y amarillas, flores de caléntula, fondo de caléntula, ambiente celestial de caléndula, caléndula, flores de colores brillantes, flores de color naranja, crisantemos, flores de flor de naranja, flores de flores, flores amarillas, flores de oro, un campo estético de flores, muchas flores, naranja amarilla amarilla, amarillo, amarillo-orange, coloridos, coloridos, coloridos, coloridos, coloridos",un campo de flores naranjas y amarillas flores de calentula fondo de calentula ambiente celestial de calendula calendula flores de colores brillantes flores de color naranja crisantemos flores de flor de naranja flores de flores flores amarillas flores de oro un campo estetico de flores muchas flores naranja amarilla amarilla amarillo amarilloorange coloridos coloridos coloridos coloridos coloridos
,,edificio amarillo puerta verde escuela quito antecedente centro guanajuato foto realista tlaquepaque exposicion ciudad rico historia curador gobierno rodolfo escalera low light mexico archivo museo,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a yellow building with a green gate and a green gate, quito school, museum background, museum, downtown mexico, guanajuato, foto realista, tlaquepaque, museum exposition, mexico city, in a city with a rich history, museum curator, government archive, by Rodolfo Escalera, low light museum, mexico, museum archive","Un edificio amarillo con una puerta verde y una puerta verde, una escuela Quito, antecedentes de museos, museo, centro de México, Guanajuato, Foto Realista, Tlaquepaque, Exposición del museo, Ciudad de México, en una ciudad con una rica historia, curador de museos, Archivo del Gobierno, por Rodolfo Escalera, Museo de Low Light, México, Archivo de Museo, Archivo de Museo.",un edificio amarillo con una puerta verde y una puerta verde una escuela quito antecedentes de museos museo centro de mexico guanajuato foto realista tlaquepaque exposicion del museo ciudad de mexico en una ciudad con una rica historia curador de museos archivo del gobierno por rodolfo escalera museo de low light mexico archivo de museo archivo de museo
,,automovil conducir aires victoriano palermo city street ordenado denso sao paulo avenida paulista vivienda ciudad rico historia edificio duro fuerte calle colonial arquitectura hierro forjado residente terraza verde apartamento argent cities florecientes,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a car drives down a street in a city, buenos aires, victorian buildings, palermo city street, the neat and dense buildings, são paulo, avenida paulista, tenement buildings, in a city with a rich history, the hard and strong buildings, colonial era street, wrought iron architecture, residential, green terrace, apartments, argentina, cities flourishing","Un automóvil conduce por una calle en una ciudad, Buenos Aires, edificios victorianos, Palermo City Street, los edificios ordenados y densos, São Paulo, Avenida Paulista, edificios de viviendas, en una ciudad con una rica historia, los edificios duros y fuertes, la calle de la era colonial, la arquitectura de hierro forjado, los residentes, las terrazas verdes, los apartamentos, las argentes, las cities florecientes.",un automovil conduce por una calle en una ciudad buenos aires edificios victorianos palermo city street los edificios ordenados y densos sao paulo avenida paulista edificios de viviendas en una ciudad con una rica historia los edificios duros y fuertes la calle de la era colonial la arquitectura de hierro forjado los residentes las terrazas verdes los apartamentos las argentes las cities florecientes
,,tienda articulo exhibicion soporte color manualidad recuerdo ubicado estacionamiento mercado escaparate puesto tlaquepacque shopwindows carente dimensionalidad alebrij aestesphic folk arte ciudad mexicós fondo trabajo origen garage follae mexicano follaar follaje folage,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a store with lots of items on display, colored market stand, crafts and souvenirs, set inside of parking garage, marketplace, market stalls, storefronts, some stalls, tlaquepaque, shopwindows, ue marketplace, lacking in three-dimensionality, alebrijes aesthetic, mexican folk art, downtown mexico, workshop background, garage, mexican folklore","Una tienda con muchos artículos en exhibición, soporte de mercado de colores, manualidades y recuerdos, ubicado dentro del estacionamiento, el mercado, los puestos de mercado, los escaparates, algunos puestos, tlaquepacque, shopwindows, uso de UE, carente de tres dimensionalidad, alebrijes aestesphic, arte mexicano folk, arte de la ciudad mexicosa, fondo de trabajo, de origen, garage, mexicano, folage, mexicano, follae, follae, follaje, follaje, mexicano follae, follae, follae, mexicano follae folage, garage, mexicano follae, follae, mexicano follae follae, follaje, follaje follae, mexicano follae, follaje folage.",una tienda con muchos articulos en exhibicion soporte de mercado de colores manualidades y recuerdos ubicado dentro del estacionamiento el mercado los puestos de mercado los escaparates algunos puestos tlaquepacque shopwindows uso de ue carente de tres dimensionalidad alebrijes aestesphic arte mexicano folk arte de la ciudad mexicosa fondo de trabajo de origen garage mexicano folage mexicano follae follae follaje follaje mexicano follae follae follae mexicano follae folage garage mexicano follae follae mexicano follae follae follaje follaje follae mexicano follae follaje folage
,,poster evento fondo rosa verde figura fiesta hololivar falla videoclip hora festival set vivo lollapalooza sala caldera hip hop psicodelico barra celda color vivido plan completo rap batalla casting complejo ers recital lata canva,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,PROBLEMA_SOLUCION,-1,"a poster for the event with a pink and green background, hololive, fallas party figures, live 3hr festival videoclip, rap battle, dj set, live at lollapalooza, boiler room, psychedelic hip hop, cell bars, vivide colors, full-bofy plan, battle rap, casting, i és complex, recital, on a canva","Un póster para el evento con un fondo rosa y verde, figuras de fiesta de Hololive, Fallas, videoclip en vivo de 3 horas del festival, batalla de rap, set de DJ, en vivo en Lollapalooza, sala de calderas, hip hop psicodélico, barras de celdas, colores de vivido, plan de batalla completo, rap de batalla, casting, complejo de I érs, recital, en un lata CANVA",un poster para el evento con un fondo rosa y verde figuras de fiesta de hololive fallas videoclip en vivo de 3 horas del festival batalla de rap set de dj en vivo en lollapalooza sala de calderas hip hop psicodelico barras de celdas colores de vivido plan de batalla completo rap de batalla casting complejo de i ers recital en un lata canva
,,obra arte edificio cromo muralismo david alfaro siqueiros simbolico angulo rudolf herczog secesion viena palast der republik berlin auckland sky tower mural taro okamoto modern art noveau metal panels,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a large building with a large mural on the side, artwork of a building, chrome buildings, muralism, by David Alfaro Siqueiros, symbolic mural, wide angle. rudolf herczog, vienna secession, palast der republik in berlin, auckland sky tower, mural art, by Taro Okamoto, modern art noveau, metal panels","Un gran edificio con un gran mural del lado, obras de arte de un edificio, edificios de cromo, muralismo, de David Alfaro Siqueiros, mural simbólico, gran ángulo.Rudolf Herczog, Secesión de Viena, Palast der Republik en Berlín, Auckland Sky Tower, Mural Art, de Taro Okamoto, Modern Art Noveau, Metal Panels",un gran edificio con un gran mural del lado obras de arte de un edificio edificios de cromo muralismo de david alfaro siqueiros mural simbolico gran angulorudolf herczog secesion de viena palast der republik en berlin auckland sky tower mural art de taro okamoto modern art noveau metal panels
,,autobus rojo conducir calle centro guanajuato ciudad disparo hdr mexico ultra magnifico foto angular fotografia angulo,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a red bus is driving down the street, downtown mexico, guanajuato, mexico city, photo 1 5 mm, wide angle shot 4 k hdr, mexico, ultra wide angle, magnificent super wide angle, wide angle photo, ultra wide angle view, ultra wide angle shot, monumental giant palace, wide angle photograph, wide-angle photograph, wide angle photography","Un autobús rojo conduce por la calle, en el centro de México, Guanajuato, Ciudad de México, foto 1 5 mm, disparo de gran angular 4 K HDR, México, ultra gran angular, magnífico gran angular, foto de gran angular, fotografía de gran angular, fotografía de gran ángulo,",un autobus rojo conduce por la calle en el centro de mexico guanajuato ciudad de mexico foto 1 5 mm disparo de gran angular 4 k hdr mexico ultra gran angular magnifico gran angular foto de gran angular fotografia de gran angular fotografia de gran angulo
,,grupo persona reune cama flor celebrar day the dead muerto,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1,"a group of people are gathered around a flower bed, el dia los muertos, day of all the dead, ( el dia los muertos ), ( ( dia de los muertos ) ), celebrating day of the dead, dia de los muertos, day of the dead, el dia los muertos!, ( dia de los muertos )","Un grupo de personas se reúne alrededor de una cama de flores, El Dia Los Muertos, día de todos los muertos, (El Dia Los Muertos), ((Dia de los Muertos), celebrando Day of the Dead, Dia de los Muertos, Día de los Muertos, El Dia Los Muertos!, (Dia de los Muertos)",un grupo de personas se reune alrededor de una cama de flores el dia los muertos dia de todos los muertos el dia los muertos dia de los muertos celebrando day of the dead dia de los muertos dia de los muertos el dia los muertos dia de los muertos
,,arbol hoja verde guanajuato tenochtitlan catedral arquitectura azteca brutalista tlaquepaque fondo hermoso ruina pla centro mexico edificio panorama ciudad antiguo,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a large tree with green leaves, guanajuato, mexico city, tenochtitlan, ancient catedral behind her, brutalist aztec architecture, tlaquepaque, ruins in the background, ruins on the background, ancient ruins behind, beautiful ancient ruins behind, las pozas, downtown mexico, ancient buildings, panorama of crooked ancient city","Un gran árbol con hojas verdes, Guanajuato, Ciudad de México, Tenochtitlan, antiguo Catedral detrás de ella, arquitectura azteca brutalista, tlaquepaque, ruinas en el fondo, ruinas en el fondo, ruinas antiguas detrás, hermosas ruinas antiguas detrás, Las Plas, el centro de México, edificios antiguos, Panorama de la ciudad antigua",un gran arbol con hojas verdes guanajuato ciudad de mexico tenochtitlan antiguo catedral detras de ella arquitectura azteca brutalista tlaquepaque ruinas en el fondo ruinas en el fondo ruinas antiguas detras hermosas ruinas antiguas detras las plas el centro de mexico edificios antiguos panorama de la ciudad antigua
,,largo pavimentado recubrir lado avenida espacio alto via callejón obstaculo ciudad llena planta verde carretero pavimentada arbol arces calle arcos hecho vegetal carretera jardin centro mexico greenenir,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a long paved road with trees lining the sides, green alleys, mexico city, avenue, green trees, green spaces, road between tall trees, wide greenways, green alley, unobstructed road, the city is full of green plants, paved roads, maple trees along street, archways made of lush greenery, garden road, downtown mexico, #green","Una larga carretera pavimentada con árboles que recubren los lados, callejones verdes, Ciudad de México, avenida, árboles verdes, espacios verdes, carretera entre árboles altos, vías verdes, callejones verdes, carretera sin obstáculos, la ciudad está llena de plantas verdes, carreteras pavimentadas, árboles de arces a lo largo de las calles, arcos hechos de vegetal, carretera de jardín, en el centro de México, #Greenenen",una larga carretera pavimentada con arboles que recubren los lados callejones verdes ciudad de mexico avenida arboles verdes espacios verdes carretera entre arboles altos vias verdes callejones verdes carretera sin obstaculos la ciudad esta llena de plantas verdes carreteras pavimentadas arboles de arces a lo largo de las calles arcos hechos de vegetal carretera de jardin en el centro de mexico greenenen
,,pared metropolitano pintura escuela rio hudson mumford albert bierstadt paredes madera arte enmarcado fondo iglesia frederico vasily perov iluminacion difús mouse hermoso foto escenario galeria met museo,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a painting on the wall, metropolitan museum photo, hudson river school painting, museum lighting, dan mumford and albert bierstadt, wooden walls with framed art, gallery lighting, museum background, frederic church and vasily perov, museum diffuse lighting, moma museum, beautiful!!!! museum photo, gallery setting, the met museum, inside a museum","Una pintura en la pared, la foto del Museo Metropolitano, la pintura de la escuela del río Hudson, la iluminación del museo, Dan Mumford y Albert Bierstadt, paredes de madera con arte enmarcado, iluminación de la galería, fondo del museo, iglesia fredérica y Vasily Perov, iluminación difusa del museo, museo de mouse, hermoso!Foto del museo, escenario de la galería, el Museo Met, dentro de un museo",una pintura en la pared la foto del museo metropolitano la pintura de la escuela del rio hudson la iluminacion del museo dan mumford y albert bierstadt paredes de madera con arte enmarcado iluminacion de la galeria fondo del museo iglesia frederica y vasily perov iluminacion difusa del museo museo de mouse hermosofoto del museo escenario de la galeria el museo met dentro de un museo
,,tenochtitlan canal via fluvial ecologica bajo colgante entorno nilo pantano naturaleza crecer bosque cubierto planta acuatica antiguo zhouzhuang arbol rio espacio verde ciudad mexico,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1,"a river in the middle of a forest, tenochtitlan, waterways, canal, waterway, in an eco city, river with low hanging plants, nile river environment, swamp forest, nature growing around the city, river in a forest, overgrown with aquatic plants, zhouzhuang ancient town, with trees and rivers, green spaces, mexico city","Un río en medio de un bosque, tenochtitlan, vías fluviales, canal, vía fluvial, en una ciudad ecológica, río con plantas bajas colgantes, entorno de río Nilo, bosque de pantano, naturaleza que crece alrededor de la ciudad, río en un bosque, cubierto de plantas acuáticas, ciudad antigua de Zhouzhuang, con árboles y ríos, espacios verdes, México Ciudad de México.",un rio en medio de un bosque tenochtitlan vias fluviales canal via fluvial en una ciudad ecologica rio con plantas bajas colgantes entorno de rio nilo bosque de pantano naturaleza que crece alrededor de la ciudad rio en un bosque cubierto de plantas acuaticas ciudad antigua de zhouzhuang con arboles y rios espacios verdes mexico ciudad de mexico
,,palabra mtt mrt blue indygo thunder lightning aetstationhd mplen mtg linea grueso mirar perfil cuarto tren entrado metro mta imagen promocional train far render estilo midjourney color azul plata,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0,"a train with the word mtt on it, mrt, blue indygo thunder lightning, aetstationhd, 4 5. 7 mplens, mtg, thick blue lines, miro, three quarter profile, train, mta subway entrance, promotional images, train far, promotional render, in style of midjourney, blue and silver colors","Un tren con la palabra MTT en ella, MRT, Blue Indygo Thunder Lightning, AetStationhd, 4 5. 7 Mplens, MTG, Líneas azules gruesas, Miro, Perfil de tres cuartos, tren, entrada de metro MTA, imágenes promocionales, Train Far, Render, en estilo de MidJourney, Azul y Colores de color azul y plata.",un tren con la palabra mtt en ella mrt blue indygo thunder lightning aetstationhd 4 5 7 mplens mtg lineas azules gruesas miro perfil de tres cuartos tren entrada de metro mta imagenes promocionales train far render en estilo de midjourney azul y colores de color azul y plata
