descripcion_procesada_es,fuente,cluster,sentimiento,frame,subtopico,prompt_procesado_es
buenas noches rap hy via je,post,1,NEU,NEUTRAL,-1,
disfruta chichenitza com siga enlace bio sunday fun st app yu re,post,7,NEU,NEUTRAL,-1,
estas listo descubrir sunday fun st app yu re,post,7,NEU,NEUTRAL,-1,
,descripcion,6,POS,NEUTRAL,-1,hombre parado estatua pulpo tentaculos foto vacaciones marte calamares luchan cielo grandes estrellas mar enormes tentaculos seis brazos recortes carton tentaculos cangrejo cthulhu gigantesco extra adictos alienas inspirados sus brazos su espalda turbas turbos arms brazos
,descripcion,1,NEU,NEUTRAL,-1,pyramids great giza ziggurat scheme pyramids golden pyramids piramidales al atardecer
,descripcion,7,NEG,NEUTRAL,-1,hombre sueter tostado gafas usa tanktop sin camisa debajo chaleco ropa berberica moda calle tapa tanque corte bajo ropa piel animales camisa tee muscular poncho desierto camisa lino vest ropa viaje vestida cuero armado calle julia julio
,descripcion,2,NEU,NEUTRAL,-1,civilizations advanced civilizacion piramidal
,descripcion,5,NEU,NEUTRAL,-1,bandera volando aire macuahuitl folklore mexicano tenochtitlan brutalista mexicanos parce sepulto muros fuertes guanajuato bernera border
,descripcion,3,NEU,NEUTRAL,-1,miociologia clasica
,descripcion,8,NEU,NEUTRAL,-1,estatua lagartre campo cubierto
,descripcion,5,NEU,NEUTRAL,-1,estructura captura pantalla pelicula 300 pisoteando giza todavia pelicula marvel pelicula todavia juego trones apocalto captura reclutamiento pelicula dorado dorado todavia raider
,descripcion,5,NEU,NEUTRAL,-1,vestido rojo esta parado diosa pyramphing pyroid entorno entorno entorno pyramides al al pyramphing pyramphide pyramphide pyramidio al al al piramida pyrampling pyramphide pyramphide
,descripcion,4,POS,NEUTRAL,-1,rodeadas tumba sombra tumba enorme arquit
,descripcion,9,NEU,NEUTRAL,-1,man standing front elders trampling city tower babel classic tower babel
,descripcion,9,NEU,NEUTRAL,-1,woman standing front empress behind her adobe ilustrator priestess queen elders princess fights barbarians classic behind her warrior goddess fantasia diosa viajes
,descripcion,3,NEU,NEUTRAL,-1,estructura brutalista clasica
,descripcion,9,NEU,NEUTRAL,-1,large building clock top it beautiful behind city behind white stone big castle ruin waterfalls brutalist sundown
,descripcion,7,POS,NEUTRAL,-1,azteco antecedentes mayle staty grandes
,descripcion,9,NEU,NEUTRAL,-1,large field grass beautiful behind god
,descripcion,7,NEU,CONFLICTO,-1,vestido rojo se encuentra ella hermosas diosa impresionante dispara ella diosa azteco princesa lucha barbaros diosas viaje eles pie pie peleas barbaras diosas viajes eles pie pie pie altura pie
,descripcion,4,NEU,NEUTRAL,-1,grupo personas subiendo escalones pisoteando escalera al cielo escaleras desde infierno hasta cielo carrera esquema ziggurat gayano giratorio giratoria pyramida ziggurat gaya gigantesa
,descripcion,2,NEU,NEUTRAL,-1,group people walking around civilizations megalithic buildings midologia clasica
,descripcion,7,NEU,NEUTRAL,-1,parada princesa lucha contra barbaros ella hermosas sacerdotisa clasica megestructura piramidal cascadas guerreros aztologia elesders diosas viajes azecidad azec maydess elders dios viajes asfalls azec aze maydess elders dios azec irreal
,descripcion,6,POS,NEUTRAL,-1,se encuentra estatua doc savage casa arbol playa cuerpo completo madera tropical increible bosque grandes estatuas video escultura altura completa barra tiki enormes estatuas colso coloso riaderos estatuas moai magical mono
,descripcion,7,NEU,NEUTRAL,-1,tumba dios
,descripcion,6,NEU,NEUTRAL,-1,al atardecer pyramida tumba tumba god mio mierda aztan mierda tumba mar aztan may may civilizacion
,descripcion,3,NEU,NEUTRAL,-1,chila hermosas pisotear ella brutalista pie ante balon
,descripcion,9,NEU,NEUTRAL,-1,three women standing front beautiful behind behind classic waterfalls archeological discover travel adventure large
,descripcion,3,NEU,NEUTRAL,-1,estructura pisoteo al
,descripcion,8,NEU,NEUTRAL,-1,flores
,descripcion,5,NEU,NEUTRAL,-1,chicheny tenochtitlan tumba zigurat macuahuitl azec historica historica historica pyramids imagen historica historica pyramids azec pyramids
,descripcion,6,NEU,NEUTRAL,-1,estructura pisoteo clasica macuahuitl estatuas alienigena estructura tibra jaguar breve intacto cabeza alienigena orilla alienigena jaguar brevera oriental orania orilla alienal intactacion orilla orania orilla orilla orania orientacion oranja orilla orilla
,descripcion,5,NEU,NEUTRAL,-1,al atardecer iluminacion global rastreo rayos sombra tumba perdidos mundiales ogray oradica mayores eldhrons iluminados pyramida mayores ozana ogrima ograda otre ogrima mayores ozana otre iluminados elemento ozana ozana ogrima ograda galios trazado rayos volumetricos
,descripcion,2,NEU,NEUTRAL,-1,large sundown civilizations adobe ilustrator fantasy tenochtitlan
,descripcion,9,NEU,NEUTRAL,-1,lit red red laser blood pyramids glowing red skull reddish exterior lighting crimson led detailed red lighting red lasers pyramids dmt red led lights iluminacion roja atmosferica
,descripcion,5,NEU,NEUTRAL,-1,foto blanco negro edificio castillo destruido castillo torre viejas iglesia destruida foto 1890 ano 1 9 1 4 castillo fotografia 1880 1 8 0 fotografia 1 9 7 5 photo medieval keep 1980 photo 1930 fotos 1930
,descripcion,5,NEU,NEUTRAL,-1,parte superior palabras pro promocion anuncio viajes tenochtitlan esquema brutalista descubrimiento dolte crianza dorado descubrimiento arqueologico base antecedentes dorado descubrimiento arqueologico base oro holden pyramids archeological discover space golden pyramids
,descripcion,7,NEU,NEUTRAL,-1,vestido esta sentado roca princesa lucha contra barbaros sacerdotisa pisoteo hermosas ella titulos tumbrures atrasados
,descripcion,3,POS,NEUTRAL,-1,cielo es azul espaciosa grandes rodeado piramidio monolitico tapa brutalista
,descripcion,5,NEU,NEUTRAL,-1,chila rodeadas megalitico tenuehtitlan tenuehtinglan jein piramidal
,descripcion,4,NEU,NEUTRAL,-1,rodeadas mito mano
,descripcion,7,NEU,NEUTRAL,-1,sundown large tikal iv
,descripcion,8,POS,NEUTRAL,-1,planta flores plantas todas partes grandes plantas hermosas vistas cacti cactus adyacentes ambiente plantas ambiente
,descripcion,7,NEU,NEUTRAL,-1,elders sundown god
,descripcion,6,NEU,NEUTRAL,-1,bikini pateando pelota chaman ayahuasca guerrero jaguar danza pueblos indios amazonos brasil espiritu ayahuasca yaotl guerrero chaman sostiene universo jayson tatum como heroica guerilla baile tribal mana manos mano mano mano dance heroica dance mana dance mano mano mano dance heroica dance tribal
,descripcion,1,NEU,NEUTRAL,-1,mayana aztologia pyramida temperatura sero som ziggurat
,descripcion,6,NEU,NEUTRAL,-1,hombre traje bano rojo camina por playa varadero beach aruba jamaica jayson tatum como guerrilla heroica arena blanca carbon disparo cuerpo completo lejano playa borda exterior playa playa boracay paraiso mirando oceano playa playa playa
,descripcion,9,NEU,NEUTRAL,-1,woman standing front shadow raider behind her trampling city standing unreal behind her elders
,descripcion,2,NEU,NEUTRAL,-1,large sundown trampling city elders civilizations majestuosas
,descripcion,1,NEU,NEUTRAL,-1,chila foto realista escalera al cielo esquema piramidal temperamento piramida gister gister gister gey geat gey ziggurat pyramids
,descripcion,6,POS,NEUTRAL,-1,muy grande reloj parte superior pisoteando brutalista jaya clasico oreja oreja mayores clasico clasico oreja oreja oreja mayusculas antiguo barco alienigena intacto
,descripcion,8,NEU,NEUTRAL,-1,rodeado flores
,descripcion,7,NEU,NEUTRAL,-1,shadow raider tikal iv sundown large
,descripcion,3,NEU,NEUTRAL,-1,noche fantasia dramatico sola luna luna luna tenochtitlan
,descripcion,8,NEU,NEUTRAL,-1,campo arboles al atardecer perdidas ororo elders temas timtio arquitera sunes sint no
,descripcion,8,NEU,NEUTRAL,-1,hombre se coloca hierba dios via verde
,descripcion,3,NEG,NEUTRAL,-1,campo debajo cielo nublado diosa piramida clasico brutal
,descripcion,1,NEU,NEUTRAL,-1,ziggurat pyramids clasica
,descripcion,2,NEU,NEUTRAL,-1,civilizations elders pyramids clasica
,descripcion,7,NEU,NEUTRAL,-1,parada tormenta thorgerson espacejes colecciones petra mc escher giza
,descripcion,1,NEU,NEUTRAL,-1,pyramada rodeados ziggurat fantasia
,descripcion,7,NEU,NEUTRAL,-1,parada ella ella princesa luchan
,descripcion,5,NEU,NEUTRAL,-1,sentada banco ella ella pyramids sentado temperatura pililla pyramids sentado temperamento pililla piram pyramids pyram sentado temperatura temperamento piram pyramids sentado temperatura temperamento
,descripcion,3,NEU,NEUTRAL,-1,cielo brutalista clasica espitica civilizacion
,descripcion,5,NEU,NEUTRAL,-1,chila behind her beautiful behind shadow raider archeological discover brutalist
,descripcion,7,NEU,NEUTRAL,-1,middle field sundown dios clasica
,descripcion,5,NEU,NEUTRAL,-1,descubrimiento arqueologico mytologia hermosas piramidio arqueologico civilizacion mytologia hermosas pyramida arqueologico civilizacion mytologia hermosas ruina puesta
,descripcion,3,NEU,NEUTRAL,-1,se pone sobre dios pisoteando monton calaveras bajo sus pies piramidales al atardecer azteced
,descripcion,2,NEU,NEUTRAL,-1,tall clock top sundown brutalist civilizations civilizations
,descripcion,7,NEU,NEUTRAL,-1,sentada suelo altas sandalias gladiadores ella vestido blanco antiguo nina delgada vestido boho blanco ella moda callejera sacerdotisa hermosas megestructura
,descripcion,2,NEU,NEUTRAL,-1,chila civilizations elders brutalist
,descripcion,6,NEU,NEUTRAL,-1,muro tallas estatuas cabeza alienigena estelas sin ataduras jeroglifos pared astronautas glifo teonanacatl simbolo antiguo perdidas alivio bases alienigenas antiguos artilizos malhumorado
,descripcion,5,NEU,NEUTRAL,-1,chila zigurat dios monolitico
,descripcion,9,NEU,NEUTRAL,-1,group people standing around hut neon signs beach party ibiza tiki bar gigantic neon signs neon electronic signs colorful neon lighting stone age rave cave strong neon lighting bright neon signs vibrant lush neon lighting ibiza nightclub dancing inspired vibrantly lush neon lighting colorful neon signs
,descripcion,4,NEU,NEUTRAL,-1,parada edificio ella pie ante cuerpo completo cuerpo amplio dentro griegas catadas ella hermosas 3 pisoteando hermosas imagenes panoramicas
,descripcion,4,NEU,NEUTRAL,-1,muro acueductos pie ante muros pilares hermosas columnas caidas columnas columnas blancas pilares oscura pilares columnas palaces palacios blanca rusticos blancas
,descripcion,8,POS,NEUTRAL,-1,brilla sobre chila grandes blanca piramidio pyramida dorada pyramidas doradas
,descripcion,4,NEU,NEUTRAL,-1,grupo personas subiendo escalones escalera al cielo pisoteo escaleras infierno al cielo viajes hacia arriba esquema 400 pasos dorado
,descripcion,6,POS,NEUTRAL,-1,princesas princesas becas construcciones megalicas princesas princesas construcciones megaliticos princesas hermosas antiguedades construcciones megaliticos enorme megalitico
,descripcion,2,NEU,NEUTRAL,-1,civilizations classic antecedentes piramidales
,descripcion,4,NEU,NEUTRAL,-1,hombre estan volando cometa run shadow raider miembros tribu persiguiendo tres personas corren maraton angulo promocional personas corriendo personas se escabullen disney 8 k photo pisoteo fantasia alta calidad episodio todavia megestructure
,descripcion,5,NEU,NEUTRAL,-1,noche proyecciones detalladas coloridas mapeo proyeccion proyecciones coloridas instalacion diseno proyeccion escena luminosa tenochtitlan muralismo mexicano ravi supa piramidal dramatica iluminacion prositia holograph estetica alebrijes
,descripcion,5,POS,NEUTRAL,-1,10 cosas mas importantes para hacer chichen yucatan tenochtitlan promocion megestructure yutja tlaquepqueque chiaoscuro ad viajes princesa fights barbarianos piramida space city oferta tiempo tiempo limitado spaceshec barbarios
,descripcion,7,NEU,NEUTRAL,-1,vestido azul gafas toman selfie si misma autoestimotelante autoconfiete autogestonel yo mismo si mismo ella ella princesa lucha
,descripcion,5,NEU,NEUTRAL,-1,antecedentes giza pyramids aza pyramides aza giza azechipes tenochtitlan zigurat
,descripcion,3,NEU,NEUTRAL,-1,rodeadas azteco perdon por piramidico mano jungt mano jovent sombra tumba asaltante
,descripcion,8,NEU,NEUTRAL,-1,campo cubierto hierba ziggurat gize pyramica pura sola
,descripcion,1,NEU,NEUTRAL,-1,greeting card pyramids ziggurat scheme doradas
,descripcion,7,NEU,NEUTRAL,-1,parte superior bikini gafas apuntan camara ella ella diosa viajes ultima selfie tierra piramidacion
,descripcion,8,NEU,NEUTRAL,-1,al atardecer antecedentes
,descripcion,8,NEU,NEUTRAL,-1,hombre camiseta sin mangas blanca pantalones cortos verdes doc savage entorno exuberante como su alrededor verde bosque tropical altamente detallada madera tropical recaudacion lluvia selva tropical
,descripcion,3,POS,NEUTRAL,-1,cielo espaciosa aztetica aztetica pyramides construcciones goles oro construcciones pyramides goles goles oro tumba tumba tumba megal clasica grandes
,descripcion,1,NEU,NEUTRAL,-1,ziggurat elders classic
,descripcion,5,NEU,NEUTRAL,-1,foto arqueologicamente decada 1920 foto tomada 1 9 3 tenochtitlan imagen tomada 1 9 3 0 ziguo verdura
,descripcion,0,NEU,NEUTRAL,-1,entrada cueva cueva cascada pozo piscina verdes lago subterraneo dentro cascada debajo cascada laguna bosque mistico hermosa impresionante cascada exuberante paisaje humeda cascada hermosas aguas verdes cueva cascada bajo cascada exuberante bosque llovina bella bosque aguas pacificas caida aguas por agua bizias pacificas caida caida aguas llanas bella caida caida aguas por bizia pacifica
,descripcion,8,NEU,NEUTRAL,-1,grupo personas caminan por flores joven
,descripcion,5,POS,NEUTRAL,-1,punto vista google magnifico angulo super amplio 3 6 0 imagen google maps street view google street view angulo angular rudolf herczog representacion dimetrica angulo bajo ultra angular 3
,descripcion,3,NEU,NEUTRAL,-1,piramidal brutalista temperatura subito temperanos brutalista som
,descripcion,6,NEU,NEUTRAL,-1,escultura cara espada medieval sobre glifo teonanacatl tallada simbolo antiguo alivio forma plana estatuas cabeza alienigena talla runestone escultura glyph glagolitica alivio baja alivio angel sierpente sertical mistico serpente alivio baja escultura escultura alivio serpente serpente mia
,descripcion,6,NEU,NEUTRAL,-1,vista piscina algunas casas vista arriba hacia abajo dji vista drones aves vista vista pajaro vista ojo pajaro vision pajaro mira pajaro vista ojos disparo desde arriba vista ojo pajaros fotografia drones tiro aereo desde dron al lado piscina tropical
,descripcion,6,NEU,NEUTRAL,-1,perdidas perdidos piramida piramida municipal municipal
,descripcion,5,NEU,NEUTRAL,-1,rosado palabras chierta blanco rosa rosa iconografia dios azteco artistico quetzecoatl teonanacatl glyph tenochtitlan chozo lago isla clasico
,descripcion,6,NEU,NEUTRAL,-1,antiguo jungga alemanes aleman megalitico dios
,descripcion,3,NEU,NEUTRAL,-1,neon antecedentes iluminacion global gligante piramidicas sola dmt iluminacion dramatica
,descripcion,7,NEU,NEUTRAL,-1,medio campo mano oro dorada dorada
,descripcion,5,NEU,NEUTRAL,-1,campo cubierto hierba zigurat ruina piramida mayusculas greatelas gatitos pyramida greamas sola mayores piramida gordas pyramida huellas sola piramidal
,descripcion,7,POS,NEUTRAL,-1,grandes
,descripcion,5,NEU,NEUTRAL,-1,al atardecer gaya gata gata oro oro goldia temperatura pyramida oro goldia fantasia gleca temperatura pyramida oro
,descripcion,9,NEU,NEUTRAL,-1,clear blue sky brutalist ziggurat monolithic granite spikes sundown crenellated balconies hexagonal wall trampling city batallas
,descripcion,6,POS,NEUTRAL,-1,taza sentada encima poste madera zigurat enorme taza cafe mayones cafetera copa sagrada entendimiento dios
,descripcion,6,NEU,NEUTRAL,-1,foto blanco negro hombre campo armadura destruida humanas destruidas fotografia arqueologicamente decada 1920 impresion plateada albumina imagen historica disco planeta artefactos alienigenas escombros motor perdidas tamborina descubrimiento arqueologico espacacs colgada rinonizacion ixions wheel
,descripcion,5,NEU,NEUTRAL,-1,edificio ha sido destruido por bombardeo post apocalipticas centro epcot apocaliptico arruinado cubierto musgo humanas destruidas edificios destruidos abandonadas abandonadas perdidas oscuros antiguos bosque civiles ruidos bosques bosque
,descripcion,5,NEU,NEUTRAL,-1,foto blanco negro brutalista tenochtitlan macuahuitl mythologia clasica pyramidures timica tramlan macuahuitl structure structure stratuce
,descripcion,8,NEU,NEUTRAL,-1,vista aerea kulua epica 3 oxaguiana tenochtitlan perdidas monolitico sombra tomba tomitos tomba
,descripcion,3,NEU,NEUTRAL,-1,campo personas aztecas edificios megalicos piramida giza monument guse monument genane civilizacion
,descripcion,5,NEU,NEUTRAL,-1,sombrero vestido pie al borde gorra mano sombrero indiana jones visera sombrero negro sombrilla adobe iilustrator megalophoba
,descripcion,9,NEU,NEUTRAL,-1,man woman standing front mars vacation photo beautiful behind standing pyramids tourism city pyramids huge megalithic behind
,descripcion,5,NEU,NEUTRAL,-1,reloj encima vegeneracion pyramidas mundiales perdidas oreja pyroz piranina antecedentes pirania antecedentes ojera ojera antecedentes antecedentes mayores mayores ozan
,descripcion,9,NEU,NEUTRAL,-1,woman hat standing front elders standing behind her goddess travel beautiful behind trampling city priestess city
,descripcion,5,NEU,NEUTRAL,-1,pyramida aztologia piramizacion pyramida antena antena micologia espacetica espemploza civil piramada antecedente antena pyramida antiguedad aztologia espesamia espemploza entorno pyramida antiguedad antiguedad antecedente antena antena
,descripcion,5,POS,NEUTRAL,-1,imagen cielo efecto vista paralaje 3d pintura mate simetrica estilos escher penrose piramidal piramidal piramidal simetrie fotografia panoramica division imagen mitad imagen simetrica perfecta simetria brillante simetria perspectivas fotorrealistas deformadas
,descripcion,5,NEU,NEUTRAL,-1,piramida ziggurat geatologia geatologia monumiente joveno milla monumento piramida cajon ziggo geologia geologia geologia meta monumiente meta mano milla mierda gafa ziggara mada
,descripcion,2,NEU,NEUTRAL,-1,big civilizations tower babel elders tower babel civilizations
,descripcion,3,NEU,NEUTRAL,-1,se esta poniendo piramidales al atardecer pisoteando antecedentes elecciones antiguo majestuoso
,descripcion,5,NEU,NEUTRAL,-1,pisoteo piramida clasico miochologia mythologia aztecalia aztologia bruttecalista britute britutada azcalia aztequologia aztequiaria aztequi
,descripcion,3,NEU,NEUTRAL,-1,medio campo antecedentes espacios mano ruida piramida piramida puesta
,descripcion,4,NEU,NEUTRAL,-1,pareja parada rodeadas puede arquitera monume
,descripcion,6,NEU,NEUTRAL,-1,edificio muchas ventanas puerta cubierto musgo perdidas antiguo alienigena alienigena pre incantico sumergido antiguo secreto secreto
,descripcion,7,NEU,NEUTRAL,-1,vestido rosa sombrero paja pie pie ante hermosas ella ella
,descripcion,5,NEU,NEUTRAL,-1,roja diseno glifo teonanacatl escultura alivio iconografia detalle pintura roja atmosfera roja tribal luz roja cinematografica dramatica iluminacion roja detallada escultura bajo alivio escena escultura alivio alto escena metal rojo pintado rojo
,descripcion,6,NEU,NEUTRAL,-1,escena playa gente arena pie playa boracay varadero beach se relaja playa paraiso playa fotografia panoramica playas blancas playa arena blanca barra playa relajacion playa arena blanca es relajarse playa lata
,descripcion,9,NEU,NEUTRAL,-1,man red shirt flying kite elders pyramids mexican muralism ravi supa pyramids trampling city pyramids city
,descripcion,3,NEU,NEUTRAL,-1,piramidal escalera al cielo clasico pueden greenter green giza
,descripcion,2,NEU,NEUTRAL,-1,great giza sundown civilizations golden pyramids pyramids egipto giza
,descripcion,9,POS,NEUTRAL,-1,beautiful behind large behind white stone grand flowers
,descripcion,6,NEU,NEUTRAL,-1,estatuas cabeza alienigena civilizacion civilizacion via antecedentes acumulados brotes carpeta megalizos acumulados acumulaciones acumulados acumulados accesorios
,descripcion,6,NEU,NEUTRAL,-1,pie dios dios azteco azteco fotografia blanco nensa pie ante adan blanco negros perdidas sunes perdieron ruisos adan blanco negros perdidas ruidos
,descripcion,5,NEU,NEUTRAL,-1,esquema imagen simetrica perfecta ziggurat simetrico foto realista maestria geometrica foto realista shelista symatricos talla sintoma geometria geometria foto realista shoto foto temperaturas geometria foto realista fotos shelista foto real reflexiones hiper realistas
,descripcion,3,NEU,NEUTRAL,-1,piramidica piramidica myhologia mental clasica piramida monumido monumados monumido perdidos monumido monumidos hombres ziggurat pyramids
,descripcion,2,NEU,NEUTRAL,-1,antiguo galardones spaciatico spaciad aspirador civilizacion zigurat
,descripcion,5,NEU,NEUTRAL,-1,estacionamiento lleno automoviles pelicula 8 mm todavia pelicula imagenes set pelicula escena pelicula 1 9 7 3 todavia enmarcado pelicula captura pantalla imagenes encontradas imagenes vintage calles tokio imagenes vhs todavia tomadas camara kodak 1960 captura pantalla pelicula pelicula
,descripcion,5,NEU,NEUTRAL,-1,chicheny pisoteo perdidos mayo golden babel
,descripcion,7,NEU,NEUTRAL,-1,sentada doradas ella ruas tumba rodeado
,descripcion,9,NEU,NEUTRAL,-1,city beautiful behind behind white stone waterfalls big castle ruin huge old around
,descripcion,1,NEU,NEUTRAL,-1,pisoteo piramidio rodeado origen puede ser ziggurat
,descripcion,4,POS,NEUTRAL,-1,palen guatemala columnas griegas columnas columnas columnas al griego griego antiguos enormes columnas griegas muchas columnas griegas columnas romanas grandes pilares grandes granos griegas ciudades griegas columnas columnas columnas caidas grandes pilares grandes granos griegas columnas columnas columnas caidas grandes pilares grandes granos
,descripcion,7,NEU,NEUTRAL,-1,vestido blanco sube escalera antiguo vestido blanco ella pisoteando pie ante hermosas sacerdotisa pie verdad es blanco ella blanca nina flaca vestido boho blanco
,descripcion,4,NEU,NEUTRAL,-1,escalera al cielo torre babel escaleras desde infierno hasta cielo clasica pisoteo torre torre babel joven
,descripcion,1,NEU,NEUTRAL,-1,fantasy ziggurat
,descripcion,6,NEU,NEUTRAL,-1,campo cubierto hierba clasica dios persona timidos gigiant piramida piramida dos
,descripcion,9,NEU,NEUTRAL,-1,person walking dirt path walking lush forest hiking trail walking lush trekking forest man woman walking together wide greenways standing beautiful pathway forest photo taken sony a7r lush surroundings couple walking hand walking upright forest stone pathways
,descripcion,3,POS,NEUTRAL,-1,foto blanco negro torre brutalista patrimonio ingles artistico quetzecoatl edificios antiguos edificios megaliticos historia heroica inspirado por david chipperfield inspirado por maximilian cercha por david chipperfield monumentales
,descripcion,5,NEU,NEUTRAL,-1,hombre sentado escalones chichen pisoteando alrededor spacian spaciog spacexico spacian alrededor verdura spacian spaciog espadico spacian spacie spacie micologia megalitica classic
,descripcion,5,NEU,NEUTRAL,-1,adobe ilustrator pintura mate simetrica antecedentes mytec mythologia ziguo acabado pintura mate fantasia fantasia pyramida antecedentes piramida antiguo
,descripcion,6,NEU,NEUTRAL,-1,muro tallas estatuas cabeza alienigena cementaria craneos lapidas embrujadas calaveras humanas suelo tallas ornamentales huesos h r jeroglificos giger clasica craneos sagrados craneos suelo craneos se encuentran debajo glifo teonanacatl lapidas cementerio
,descripcion,5,NEU,NEUTRAL,-1,grupo personas caminando por camino tierra pisoteando yutja fotografica blanco negro pacal votan foto archivo museo tikal iv tenochtitlan blanco negro antiguo foto realista pyramids largio larra
,descripcion,8,NEU,NEUTRAL,-1,muchas plantas cascadas hermosas oracace pyramida pyramidas alaces monedas
,descripcion,6,POS,NEUTRAL,-1,hombre sentado encima roca foto arqueologicamente decada 1920 foto colorizada estatuas cabeza foto restaurada alienigena antiguo estatua dragon hecha jade scrolls elder coloreado restauracion digital enorme megalitica guardonora dios cocodrilo fotografia realista vieja fotografia realista realista
,descripcion,2,NEU,NEUTRAL,-1,azt civilizacion avanzada
,descripcion,3,POS,NEUTRAL,-1,piramidas doradas piramida piramido piramido monumentales piramido antiguos edificios megaliticos piramidales al atardecer
,descripcion,6,NEU,NEUTRAL,-1,muro tallas sobre estatuas cabeza alienigena caras craneo cemento craneos textura revestimiento estilizada glifo teonacatl calaveras humanas suelo formaciones cinceladas cabezas humanas todas partes muchas cabezas cabeza h r jeroglificos giger calaveras alienigenas
,descripcion,5,NEU,NEUTRAL,-1,persona esta parada piramidal tramillando pyramids aztecthecthecia aztecthethecia aztecthetthing fantaste aztecthed fantas
,descripcion,6,NEU,NEUTRAL,-1,muro arbol crece parte superior restos coloso glifo teonacatl pilares biomecanico antiguo estatuas cabecera alienigena base oxidada spikes granita monolitica altar sacrificial guerrera jaguar
,descripcion,5,NEU,NEUTRAL,-1,grupo personas suben por lado captura captura pelicula 1983 pisoteando pelicula todavia raider escalada escena pelicula 1 9 7 3 paredes altas imagen todavia pelicula captin caprichos pelicula por sergio larraan
,descripcion,5,NEG,NEUTRAL,-1,punto vista google fotografia panoramica fotografia lentes angulo hermosas imagenes panoramicas 3 6 0 imagen lente dinamica angular panorama torcida lente ultra angular disparo angulo 4 k hdr fotografia angulo magnifica angular angulo superwide fotografia angulo ultra angular
,descripcion,3,NEU,NEUTRAL,-1,ruina arquitera solar civilizacion arquitera solar
,descripcion,5,NEU,NEUTRAL,-1,iglesia san francisco catedral paredes amarillas paredes arena guanajuato paredes amarillas palidas techo naranja defensa pared azul iglesia blanca amarillo azul pueblo flores gigapixel photo foto
,descripcion,2,NEU,NEUTRAL,-1,ziggurat civilizations megalithic buildings brutalist
,descripcion,0,NEU,NEUTRAL,-1,persona nadaba piscina azul arboles cueva cascada lago subterraneo debajo cascada cueva cascada dentro cascada exuberante oasis debajo cascada cueva cubierta cueva profunda cueva cascada cueva sumidero profundo debajo paisaje agua hot spring oculta cueva escondido cueva nevado dando tiempo cueva
,descripcion,4,NEU,NEUTRAL,-1,tula columnas griegas columnas megalitos gigantescas columnas marmol pristino pilares megalitos distopia pilares concreto acueductos columnas columnas caidas obeliscos columnas pie ante bosques pilares karst pilares
,descripcion,6,NEU,NEUTRAL,-1,acabado pintura mate 3 d 3 render prestacion mate render render alienigena antiguo intacto barco antiguo 3 dolores mate matte dolores render matte buque antiguo intacto antiguo barco astronente 3d matte galactico
,descripcion,6,NEU,NEUTRAL,-1,cabeza sobre sitio glifo teonacatl quetzalcoatl retrato quetzalcoatl pre incan sumergido artistico quetzecoatl antecedentes antiguos estatuas cabeza oro cabeza dragonales drana
,descripcion,3,NEU,NEUTRAL,-1,large sky truth white ceremonial clouds brutalist sacred
,descripcion,4,NEG,NEUTRAL,-1,bosque bambu filipinas perspectiva peces vista peces angulo bajo lente extrema peces hermosas imagenes panoramicas fotografia lentes peces vista ojos peces vista 360 grados vista peces angulo bajo 3 6 0 efecto ojos peces vista pez escala epica vista pesca extrema
,descripcion,3,NEU,NEUTRAL,-1,alta piramidal brutalista sundown clasica
,descripcion,0,POS,NEUTRAL,-1,grupo personas nadan agujero azul agua azul verde lago subterraneo agua azul transparente agua azul profunda agua azul oscuro sumidero profundo agua azul cristalina agua azul piscinas agua claras pozo piscina verde paraiso exuberante aguas azules piscina tropical agua turquesa agua azul claro cava cascada cave
,descripcion,7,NEU,NEUTRAL,-1,parada ella pie diosa impresionante dispara hermosas ella mexroestructura historia instagram
,descripcion,1,NEU,NEUTRAL,-1,chila rodeadas espacehip ziggurat
,descripcion,3,NEU,NEUTRAL,-1,giza pyramids clasica
,descripcion,8,NEU,NEUTRAL,-1,hermosas vistas cactus flores vegetal plantas macetas paredes antecedentes plantas plantas potias paredes antecedentes antiguos plantas paredes antecedentes antecedentes plantas
,descripcion,7,NEU,NEUTRAL,-1,vestido amarillo pie ella ella pie diosa impresionante disparado hermosas sacerdotisa pie sobre tumba reina
,descripcion,3,POS,NEUTRAL,-1,chila monumentales perdidas grandes pisplicion hermosas antiguos pyramidas antiguos
,descripcion,1,NEU,NEUTRAL,-1,brillando sobre chichen dios diosa ziggurat catedral
,descripcion,7,POS,NEUTRAL,-1,large trampling city sundown elders tower babel monumentales
,descripcion,9,NEU,NEUTRAL,-1,large stone structure sundown trampling city city white stone large behind beautiful behind megalithic edificios
,descripcion,2,NEU,NEUTRAL,-1,alien god shaved pyramids alienigena antiguo
,descripcion,9,NEU,NEUTRAL,-1,dirt path columns greek columns columns columns tall columns towering pillars gigantic pillars large pillars stone pillars roman columns many columns fallen columns aqueducts classical stone columns huge greek columns megaliths gigantic pristine marble columns roman pillars
,descripcion,8,NEU,NEUTRAL,-1,campo hierba piramidicas sola mytologia piramidio azgal edificios piramidal
,descripcion,5,POS,NEUTRAL,-1,sagrada tumba grandes temperatura temperatura iphone temperatura majestical videos temperatura antiguo rustico antiguo temperatura antiguo trafico majestuoso rustico temperatura trafico rustica trafico
,descripcion,2,POS,NEUTRAL,-1,pyramids civilizations elders civilizations sacred brutalist clasica monumentales
